Timestamp,Event Type,Assigned Spot
2025-08-19 10:59:09,EXIT,2:10
2025-08-19 10:59:10,EXIT,1:8
2025-08-19 10:59:11,ARRIVAL,2:24
2025-08-19 10:59:12,ARRIVAL,3:19
2025-08-19 10:59:13,ARRIVAL,2:4
2025-08-19 10:59:14,ARRIVAL,1:33
2025-08-19 10:59:15,EXIT,3:29
2025-08-19 10:59:16,EXIT,3:23
2025-08-19 10:59:17,ARRIVAL,2:16
2025-08-19 10:59:18,EXIT,1:37
2025-08-19 10:59:19,EXIT,3:21
2025-08-19 10:59:20,EXIT,3:12
2025-08-19 10:59:21,EXIT,2:16
2025-08-19 10:59:22,ARRIVAL,3:16
2025-08-19 10:59:23,ARRIVAL,3:21
2025-08-19 10:59:24,ARRIVAL,3:25
2025-08-19 10:59:25,ARRIVAL,3:36
2025-08-19 10:59:26,ARRIVAL,1:16
2025-08-19 10:59:27,ARRIVAL,3:48
2025-08-19 10:59:28,ARRIVAL,2:1
2025-08-19 10:59:29,EXIT,1:48
2025-08-19 10:59:30,ARRIVAL,3:29
2025-08-19 10:59:31,EXIT,3:28
2025-08-19 10:59:32,EXIT,3:25
2025-08-19 10:59:33,EXIT,2:49
2025-08-19 10:59:34,ARRIVAL,1:41
2025-08-19 10:59:35,ARRIVAL,3:14
2025-08-19 10:59:36,ARRIVAL,2:41
2025-08-19 10:59:37,EXIT,2:26
2025-08-19 10:59:38,ARRIVAL,2:30
2025-08-19 10:59:39,EXIT,1:35
2025-08-19 10:59:40,EXIT,1:30
2025-08-19 10:59:41,EXIT,2:41
2025-08-19 10:59:42,ARRIVAL,2:50
2025-08-19 10:59:43,EXIT,2:40
2025-08-19 10:59:44,EXIT,3:1
2025-08-19 10:59:45,EXIT,2:42
2025-08-19 10:59:48,EXIT,3:36
2025-08-19 10:59:48,ARRIVAL,3:18
2025-08-19 10:59:48,EXIT,2:37
2025-08-19 10:59:49,EXIT,1:28
2025-08-19 10:59:50,EXIT,3:15
2025-08-19 10:59:51,EXIT,1:50
2025-08-19 10:59:52,ARRIVAL,2:21
2025-08-19 10:59:53,ARRIVAL,2:43
2025-08-19 10:59:54,ARRIVAL,3:43
2025-08-19 10:59:55,EXIT,2:36
2025-08-19 10:59:56,EXIT,3:34
2025-08-19 10:59:57,EXIT,1:12
2025-08-19 10:59:58,EXIT,2:35
2025-08-19 10:59:59,EXIT,1:34
2025-08-19 11:00:00,ARRIVAL,1:37
2025-08-19 11:00:01,EXIT,3:19
2025-08-19 11:00:02,ARRIVAL,2:29
2025-08-19 11:00:03,EXIT,3:5
2025-08-19 11:00:04,ARRIVAL,3:34
2025-08-19 11:00:05,EXIT,2:19
2025-08-19 11:00:06,EXIT,3:8
2025-08-19 11:00:07,ARRIVAL,2:17
2025-08-19 11:00:08,EXIT,1:37
2025-08-19 11:00:09,ARRIVAL,2:40
2025-08-19 11:00:10,EXIT,2:18
2025-08-19 11:00:11,EXIT,2:43
2025-08-19 11:00:12,ARRIVAL,1:14
2025-08-19 11:00:13,ARRIVAL,2:19
2025-08-19 11:00:14,EXIT,3:24
2025-08-19 11:00:15,EXIT,1:14
2025-08-19 11:00:16,EXIT,2:12
2025-08-19 11:00:17,EXIT,3:41
2025-08-19 11:00:18,EXIT,3:26
2025-08-19 11:00:19,EXIT,3:16
2025-08-19 11:00:20,ARRIVAL,2:32
2025-08-19 11:00:21,EXIT,1:36
2025-08-19 11:00:22,EXIT,3:9
2025-08-19 11:00:23,EXIT,2:13
2025-08-19 11:00:24,EXIT,3:50
2025-08-19 11:00:25,EXIT,1:42
2025-08-19 11:00:26,ARRIVAL,2:6
2025-08-19 11:00:27,EXIT,2:4
2025-08-19 11:00:28,ARRIVAL,2:14
2025-08-19 11:00:29,ARRIVAL,3:41
2025-08-19 11:00:30,ARRIVAL,3:42
2025-08-19 11:00:31,ARRIVAL,1:42
2025-08-19 11:00:32,EXIT,1:25
2025-08-19 11:00:33,ARRIVAL,1:48
2025-08-19 11:00:34,ARRIVAL,3:9
2025-08-19 11:00:35,EXIT,1:45
2025-08-19 11:00:36,EXIT,2:25
2025-08-19 11:00:37,ARRIVAL,1:40
2025-08-19 11:00:38,ARRIVAL,1:19
2025-08-19 11:00:39,ARRIVAL,2:3
2025-08-19 11:00:40,ARRIVAL,1:38
2025-08-19 11:00:41,EXIT,3:2
2025-08-19 11:00:42,EXIT,3:17
2025-08-19 11:00:43,ARRIVAL,2:26
2025-08-19 11:00:44,ARRIVAL,2:46
2025-08-19 11:00:45,ARRIVAL,3:24
2025-08-19 11:00:46,ARRIVAL,3:17
2025-08-19 11:00:47,ARRIVAL,3:13
2025-08-19 11:00:48,ARRIVAL,3:16
2025-08-19 11:00:49,EXIT,3:24
2025-08-19 11:00:50,ARRIVAL,2:16
2025-08-19 11:00:51,ARRIVAL,3:5
2025-08-19 11:00:52,ARRIVAL,1:3
2025-08-19 11:00:55,ARRIVAL,3:24
2025-08-19 11:00:55,ARRIVAL,3:38
2025-08-19 11:00:55,ARRIVAL,3:20
2025-08-19 11:00:56,ARRIVAL,3:8
2025-08-19 11:00:57,EXIT,1:39
2025-08-19 11:00:58,ARRIVAL,1:45
2025-08-19 11:00:59,EXIT,2:23
2025-08-19 11:01:00,ARRIVAL,1:2
2025-08-19 11:01:01,EXIT,2:46
2025-08-19 11:01:02,ARRIVAL,1:21
2025-08-19 11:01:03,EXIT,2:2
2025-08-19 11:01:04,EXIT,2:19
2025-08-19 11:01:05,EXIT,3:20
2025-08-19 11:01:06,ARRIVAL,1:28
2025-08-19 11:01:07,ARRIVAL,2:37
2025-08-19 11:01:08,ARRIVAL,3:33
2025-08-19 11:01:09,ARRIVAL,1:30
2025-08-19 11:01:10,EXIT,1:46
2025-08-19 11:01:11,EXIT,3:49
2025-08-19 11:01:12,EXIT,1:43
2025-08-19 11:01:13,EXIT,2:48
2025-08-19 11:01:14,EXIT,1:27
2025-08-19 11:01:15,EXIT,3:38
2025-08-19 11:01:16,EXIT,1:28
2025-08-19 11:01:17,ARRIVAL,2:48
2025-08-19 11:01:18,ARRIVAL,3:28
2025-08-19 11:01:19,EXIT,2:40
